Expt.,SLN
-4.16,S[1](N(C(=C(C[5]=C@1CH=CHCH=CH@5)OH)C(=O)NHC[21]N=CHCH=CHCH=@21)CH3)(=O)=O
-1.64,S[1](NHC(C[5]=C@1CH=CHCH=CH@5)=O)(=O)=O
-4.28,S(C[2]HC[4]HC[6]HC(C[9](OC(CH2CH2@9)=O)CH2CH2@6)(CH2CH2CH@4C[33](CH2CH2C(CH=C@33CH2@2)=O)CH3)CH3)C(=O)CH3
-2.36,S=C[2]NHC[5]N=CHCH=NC=@5CH=N@2
-2.71,S=C[2]NHC[5]N=CHN=CHC=@5N=CH@2
-3.36,S=C[2]NHC(C(C(NH@2)=O)(CH(CH2CH2CH3)CH3)CH2CH3)=O
-3.46,S=C[2]NHC(C(C(NH@2)=O)(CH(CH2CH2CH3)CH3)CH2CH=CH2)=O
-0.71,S=C[2]NHCH2CH2NH@2
-2.77,S=C[2]NHCH=NC[8]N=CHCH=NC@2=@8
-2.26,S=C[2]NHCH=CHC(NH@2)=O
-2.15,S=C[2]NHC(=CHC(NH@2)=O)CH2CH2CH3
-3.35,S(CH2CH2CH3)C(=O)N(CH2CH2CH2CH3)CH2CH3
-0.42,S(CH2CH2CH(NH2)C(=O)OH)CH3
-1.35,S(CH2CH2NHC(=[S=I]NC#N)NHCH3)CH2C[23]N=CHNHC=@23CH3
-1.35,S(CH2CH2NHC(=[S=I]NC#N)NHCH3)CH2C[23]N=CHNHC=@23CH3
-2.09,S(CH2CH3)CH2C[12]=C(CH=CHCH=CH@12)OC(=O)NHCH3
-3.4,S(CH2CH3)C(=O)N(C[12]HCH2CH2CH2CH2CH2@12)CH2CH3
-3.68,S(CH2CH3)C(=O)N(CH2CH(CH3)CH3)CH2CH(CH3)CH3
-1.62,S(CH2C(=[S=N]NOC(=O)NHCH3)C(CH3)(CH3)CH3)CH3
-4.57,S(CH3)C[6]=C(CH=C(CH=CH@6)OP(=S)(OCH3)OCH3)CH3
-2.39,S(CH3)C[6]=CHCH=CHCH=CH@6
-1.55,S(CH3)C[6]N=C[8]C(N=CHN=CH@8)=NCH=@6
-1.76,S(CH3)C[6]=NC[8]N=CHCH=NC=@8CH=N@6
-1.55,S(CH3)C[6]N=C[8]N=CHN=CHC@8=NCH=@6
-2.36,S(CH3)C[6]=NCH=NC[11]N=CHCH=NC@6=@11
-4,S(CH3)C[6]=NC(=NC(=N@6)NHCH2CH3)NHC(CH3)(CH3)CH3
-3.04,S(CH3)C[6]=NC(=NC(=N@6)NHCH2CH3)NHCH(CH3)CH3
-4.6,S=C=NC[4]C[5]=C(CH=CHCH=@4)CH=CHCH=CH@5
0.32,S=C(NH2)NH2
-1.77,S=C(NHC[5]=CHCH=CHCH=CH@5)NH2
-1.46,S=C(NHCH2CH3)NHCH2CH3
-2.12,SHC[3]=CHCH=CHCH=CH@3
-2.71,SHC[3]N=C[5]C(N=CHN=CH@5)=NCH=@3
-2.77,SHC[3]=NC[5]N=CHCH=NC=@5CH=N@3
-2.45,SHC[3]=NC(=C(CH=N@3)CH3)OH
-2.26,SHC[3]=NC(=CHCH=N@3)OH
-2.43,SHC[3]=NC(=CHC(=N@3)CH3)OH
-2.36,SHC[3]=NCH=NC[8]N=CHCH=NC@3=@8
-0.13,SHC(CH(NH2)C(=O)OH)(CH3)CH3
-2.18,SHCH2CH2CH2CH3
-0.6,SHCH2CH3
-5.59,OH.C[3]HCH2CH2CH2CH2CH2@3.C[20]HCH2CH2CH2CH2CH2@20.C[37]HCH2CH2CH2CH2CH2@37
-2.3,S(=O)(CH3)C[7]=CHCH=C(CH=CH@7)OP(=S)(OCH2CH3)OCH2CH3
-2.82,S(=O)(=O)(C[4]=CHCH=C(CH=CH@4)NH2)C[17]=CHCH=C(CH=CH@17)NH2
0.04,S(=O)(=O)(CH2CH3)CH2CH3
-3.59,S(=O)(=O)(N(C[5]ON=C(C=@5CH3)CH3)C(=O)CH3)C[24]=CHCH=C(CH=CH@24)NH2
-4.16,S(=O)(=O)(N(CH3)CH3)OC[14]N=C(N=C(C=@14CH2CH2CH2CH3)CH3)NHCH2CH3
-2.02,S(=O)(=O)(NH2)C[7]=C(CH=CHCH=CH@7)CH3
-1.74,S(=O)(=O)(NH2)C[7]=CHCH=C(CH=CH@7)CH3
-1.36,S(=O)(=O)(NH2)C[7]=CHCH=C(CH=CH@7)NH2
-1.61,S(=O)(=O)(NH2)C[7]=CHCH=C(CH=CH@7)NHC(=O)CH3
-1.56,S(=O)(=O)(NH2)C[7]=CHCH=CHCH=CH@7
-3.81,S(=O)(=O)(NH2)C[7]SC[9]=C(N=@7)CH=CHC(=CH@9)OCH2CH3
-2.36,S(=O)(=O)(NH2)C[7]SC(=NN=@7)NHC(=O)CH3
-1.83,S(=O)(=O)(NH2)C[7]=NN(C(=[S=N]NC(=O)CH3)S@7)CH3
-2.85,S(=O)(=O)(NHC[6]=NC(=CHCH=N@6)CH3)C[18]=CHCH=C(CH=CH@18)NH2
-2.27,S(=O)(=O)(NHC[6]=NC(=CHC(=N@6)CH3)CH3)C[21]=CHCH=C(CH=CH@21)NH2
-2.44,S(=O)(=O)(NHC[6]=NC(=C(O@6)CH3)CH3)C[19]=CHCH=C(CH=CH@19)NH2
-2.82,S(=O)(=O)(NHC[6]=NCH=C(CH=N@6)CH3)C[18]=CHCH=C(CH=CH@18)NH2
-2.58,S(=O)(=O)(NHC[6]=NCH=C(CH=N@6)OCH3)C[19]=CHCH=C(CH=CH@19)NH2
-2.7,S(=O)(=O)(NHC[6]N=CHCH=CHCH=@6)C[16]=CHCH=C(CH=CH@16)NH2
-3.51,S(=O)(=O)(NHC[6]=NCH=CHCH=N@6)C[15]=CHCH=C(CH=CH@15)NH2
-3.7,S(=O)(=O)(NHC[6]N=CHCH=NCH=@6)C[15]=CHCH=C(CH=CH@15)NH2
-2.24,S(=O)(=O)(NHC[6]N=C(N=C(CH=@6)CH3)CH3)C[21]=CHCH=C(CH=CH@21)NH2
-2.54,S(=O)(=O)(NHC[6]N=C(N=C(CH=@6)OCH3)CH3)C[22]=CHCH=C(CH=CH@22)NH2
-2.96,S(=O)(=O)(NHC[6]N=C(N=C(CH=@6)OCH3)OCH3)C[23]=CHCH=C(CH=CH@23)NH2
-3.28,S(=O)(=O)(NHC[6]N=NC(=CHCH=@6)OCH3)C[19]=CHCH=C(CH=CH@19)NH2
-2.32,S(=O)(=O)(NHC[6]N(N=CHCH=@6)C[13]=CHCH=CHCH=CH@13)C[24]=CHCH=C(CH=CH@24)NH2
-2.62,S(=O)(=O)(NHC[6]=NOC(=CH@6)CH3)C[16]=CHCH=C(CH=CH@16)NH2
-2.91,S(=O)(=O)(NHC[6]ON=C(C=@6CH3)CH3)C[19]=CHCH=C(CH=CH@19)NH2
-2.43,S(=O)(=O)(NHC[6]SCH=CHN=@6)C[13]=CHCH=C(CH=CH@13)NH2
-3.74,S(=O)(=O)(NHC[6]SC(=NN=@6)C(CH3)(CH3)CH3)C[24]=CHCH=C(CH=CH@24)NH2
-1.94,S(=O)(=O)(NHC[6]SC(=NN=@6)CH2CH3)C[18]=CHCH=C(CH=CH@18)NH2
-2.41,S(=O)(=O)(NHC[6]SC(=NN=@6)CH3)C[15]=CHCH=C(CH=CH@15)NH2
-4.2,S(=O)(=O)(NHCH2CH2SP(=S)(OCH(CH3)CH3)OCH(CH3)CH3)C[37]=CHCH=CHCH=CH@37
-1.99,S(=O)(=O)(NHC(=NH)NH2)C[12]=CHCH=C(CH=CH@12)NH2
-1.23,S(=O)(=O)(NHC(=O)CH3)C[12]=CHCH=C(CH=CH@12)NH2
-4.21,S(=O)(=O)(NHC(=O)NHC[10]HCH2CH2CH2CH2CH2@10)C[27]=CHCH=C(CH=CH@27)CH3
-2.06,S(=O)(=O)(NHC(=O)NHC[10]HCH2CH2CH2CH2CH2@10)C[27]=CHCH=C(CH=CH@27)C(=O)CH3
-3.39,S(=O)(=O)(NHC(=O)NHCH2CH2CH2CH3)C[23]=CHCH=C(CH=CH@23)CH3
-2.18,S(=O)(=O)(NHC(=O)NHCH2CH2CH2CH3)C[23]=CHCH=C(CH=CH@23)NH2
-3.05,S(=O)(=O)(NHC(=O)NHCH2CH2CH2CH3)C[23]=CHCH=CHCH=CH@23
-3.68,S(=O)(=O)(NHC(=O)NHN[10]CH2CH2CH2CH2CH2CH2@10)C[29]=CHCH=C(CH=CH@29)CH3
-1.66,S(=O)(=O)(NHC(=O)OCH3)C[13]=CHCH=C(CH=CH@13)NH2
-3.42,S(=O)(=O)(OC[5]=CHC[8]=C(CH=CH@5)OCH(C@8(CH3)CH3)OCH2CH3)CH3
-0.83,S(=O)(SCH2CH=CH2)CH2CH=CH2
-3.35,S=P(N[3]C(C[5]=C(CH=CHCH=CH@5)C@3=O)=O)(OCH2CH3)OCH2CH3
-3.64,S=P(OCH2CH3)(OCH2CH3)OC[20]N=C(N=C(CH=@20)CH3)CH(CH3)CH3
-5.14,S(P(=O)(SCH2CH2CH2CH3)SCH2CH2CH2CH3)CH2CH2CH2CH3
-4.23,S(P(=S)(OCH2CH3)OCH2CH3)CH2CH2SCH2CH3
-4.11,S(P(=S)(OCH2CH3)OCH2CH3)CH2SCH2CH3
-5.54,S(P(=S)(OCH2CH3)OCH2CH3)CH2SP(=S)(OCH2CH3)OCH2CH3
-4.1,S(P(=S)(OCH3)OCH3)CH2N[17]C(C[19]=C(CH=CHCH=CH@19)C@17=O)=O
-3.37,S(P(=S)(OCH3)OCH3)CH(CH2C(=O)OCH2CH3)C(=O)OCH2CH3
-4.86,S(SC(=S)N(CH2CH3)CH2CH3)C(=S)N(CH2CH3)CH2CH3
-3.9,S(SC(=S)N(CH3)CH3)C(=S)N(CH3)CH3
-3.96,C[1]H=CHC[5]=CHCH=CHC[12]CH=CHCH=C@1C@5=@12
1.58,C(CH3)(=O)NH2
0.26,C(CH3)#N
-1.28,C(CH3)(=O)C[7]CH=CHCH=CHCH=@7
0.97,CH(=O)CH=CH2
0.57,CH(CH=CH2)=O
0.98,C(CH=CH2)(=O)NH2
0.15,C(CH=CH2)#N
-1.89,C(CH3)(=O)OCH2CH2CH2CH2CH3
-4.15,C[1](CH=CHCH=CHCH=@1)C(CH2CH3)(CH3)CH3
-3.76,C[1](C(CH2C[6:s=N](CH(CH2@1)CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2CH2C[s=I]@20(CH3)CH2CH2C[s=I]H@18@6)CH3)=O)=O
-1.85,CH3OC[6]CH=CHCH=CHCH=@6
-6.39,C[1]HCH=CHCH=C[9]CH=C[12]CH=CHCH=CHC@12=CHC=@1@9
-5.19,C[1]HCH=CHCH=C[9]C(=O)C[12]CH=CHCH=CHC=@12C(=O)C=@1@9
-1.19,CH(C[3]CH=CHCH=CHCH=@3)=O
-0.96,C(C[2]CH=CHCH=CHCH=@2)(=O)NH2
-1.64,C[1]HCH=CHCH=CHCH=@1
-6.68,C[1]H2C[4]C[5]C(CH=CHC=@4C[12]CH=CHCH=CHC@1=@12)=CHCH=CHCH=@5
-7.82,C[1]C(CH=C[5]CH=CHC[10]=CHCH=CHC[17]=CHCH=C@1C@5=C@10@17)=CHCH=CHCH=@1
-8.19,C[1]=C(CH=C[5]CH=CHC[10]=CHCH=CHC[17]=CHCH=C@1C@5=C@10@17)CH=CHCH=CH@1
-8.04,C[1]H2C[4]CH=C[7]C(=CHC=@4C[12]CH=CHCH=CHC@1=@12)CH=CHCH=CH@7
-1,C(C[2]CH=CHCH=CHCH=@2)#N
-3.12,C(C[2]CH=CHCH=CHCH=@2)(=O)C[14]CH=CHCH=CHCH=@14
-5.64,C(C[2]C(C(=O)OCH2C[10]CH=CHCH=CHCH=@10)=CHCH=CHCH=@2)(=O)OCH2CH2CH2CH3
-3.77,CH3C[5:s=N]C[s=I](C(CH2OC(CH2CH3)=O)=O)(OC(CH2CH3)=O)C[s=N]H(CH3)CH2C[s=I]H@5C[43:s=I]HCH2CH2C[51]=CHC(CH=CHC[s=N]@51(CH3)C@43(F)C[s=N]H(OH)CH2@5)=O
-4.62,CH2(C[4]CH=CHCH=CHCH=@4)CH2C[18]CH=CHCH=CHCH=@18
-4.31,C[1](CH=CHCH=CHCH=@1)C[12]CH=CHCH=CHCH=@12
-2.43,CH2(CH(CH3)CH3)Br
-1.85,CH2(CH2CH2Cl)Br
-2.89,CH2(CH2CH(CH3)CH3)Br
-2.18,CH(C[3]CH=C(C(=CHCH=@3)OH)Br)=O
-2.55,C[1](CH=CHCH=CHCH=@1)Br
-2.37,CH2(CH2CH2CH3)Br
-3.19,C[1](C(=CHCH=CHCH=@1)Br)Cl
-3.21,C[1](CH=C(CH=CHCH=@1)Br)Cl
-0.89,CH2(Cl)Br
-1.54,CH(Cl)(Cl)Br
-1.09,CH3CH2Br
-1.73,CH2(CH2CH3)Br
-1.59,CH3CH(CH3)Br
-3.52,C[1](CH=C(CH=CHCH=@1)Br)CH3
-2.95,CH3CH2CH2CH3
0,CH2(CH2CH2CH3)OH
0.43,CH3CH(CH2CH3)OH
-0.42,CH2(CH2OCH2CH2CH2CH3)OH
-1.24,C(CH3)(=O)OCH2CH2CH2CH3
-4.06,C[1](CH=CHCH=CHCH=@1)CH2CH2CH2CH3
-3.66,C[1](CH=CHCH=CHCH=@1)C(CH3)(CH3)CH3
-3.89,C[1](CH=CHCH=CHCH=@1)CH(CH3)CH2CH3
-0.01,CH(CH2CH2CH3)=O
-1.88,CH3C[5]C(=O)CH2CH(CH2CH2@5)C@5(CH3)CH3
-1.3,CH(CH2CH2CH2CH2CH3)=O
-2.36,CH(CH2CH2CH2CH2CH2CH2CH3)=O
-2.29,C(Cl)(Cl)(Cl)Cl
-1.32,CH2(CH2Br)Cl
-2.51,CH3C(CH2CH3)(CH3)Cl
-2,CH2(CH(CH3)CH3)Cl
-2.92,C[1](CH=CHC(=CHCH=@1)N[+1](=O)O[-1])Cl
-2.46,CH3OC[6]C(=CHCH=CHCH=@6)Cl
-2.78,CH3OC[6]CH=C(CH=CHCH=@6)Cl
-2.78,CH3OC[6]CH=CHC(=CHCH=@6)Cl
-2.41,C[1](CH=CHCH=CHCH=@1)Cl
-4.54,C[1](C(=CHCH=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
-4.88,C[1](CH=C(CH=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
-5.2,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHCH=CHCH=@12
-2.03,CH2(CH2CH2CH3)Cl
-1.96,CH3CH(CH2CH3)Cl
-5.87,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=CHC(=CHCH=@1)Cl
-1.9,CH(Br)(Br)Cl
-4.78,O(C[2]C(=CHCH=CHCH=@2)Cl)C[13]CH=CHCH=CHCH=@13
-3.12,CH2(CH2CH2CH2CH2CH3)Cl
-2.73,CH2(CH2CH2CH2CH3)Cl
-2.63,CH3CH(CH2CH2CH3)Cl
-2.63,CH3CH2CH(CH2CH3)Cl
-1.47,CH2(CH2CH3)Cl
-1.41,CH3CH(CH3)Cl
-1.36,CH2=CHCH2Cl
-3.52,C[1](CH=C(CH=CHCH=@1)Cl)CH3
-3.52,C[1](C(=CHCH=CHCH=@1)Cl)CH3
-3.08,C[1](CH=CHC(=CHCH=@1)Cl)CH3
-7,C[1]H(CH2CH2C[9:s=N](C(CH2@1)=CHCH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=I]H(C[s=N]H(CH2CH2CH2CH(CH3)CH3)CH3)C[s=I]@21(CH3)CH2CH2C[s=I]H@19@9)CH3)OH
-8.06,C[1]HCH=CHCH=C[9]C[10]=CHCH=C[15]CH=CHCH=CHC@15=C@10CH=CHC=@1@9
-3.24,C[1](=O)CH2CH2C[9:s=N](C(=CH@1)CH2CH2C[19:s=N]HC[21:s=I]HCH2CH2C[s=I]H(C(=O)CH2OH)C[s=I]@21(CH3)CH2C[s=I]H(OH)C[s=I]H@19@9)CH3
-3.11,C[1]H2CH2C(=O)CH=C[11]CH2CH2C[18:s=N]HC[20:s=I]HCH2CH2C[s=N](C(=O)CH2OH)(OH)C[s=I]@20(CH3)CH2C(=O)C[s=I]H@18C[s=N]@1@11CH3
-1.73,O[1]C(=O)CH=CHC[8]CH=CHCH=CHC@1=@8
-1.97,C[1]H=CHCH2CH=CHCH2@1
-3.1,C[1]H2CH2CH2CH2CH2CH2@1
-0.44,C[1]H(CH2CH2CH2CH2CH2@1)OH
-0.6,C[1](CH2CH2CH2CH2CH2@1)=O
-2.59,C[1]H=CHCH2CH2CH2CH2@1
-2.64,C[1]H2CH2CH2CH2CH2@1
-2.1,C[1]H=CHCH2CH2CH2@1
-11.62,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)C[12]C(=C(C(=C(C=@12Cl)Cl)Cl)Cl)Cl
-12.95,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]C(=C(C(=C(C=@13Cl)Cl)Cl)Cl)Cl
-6.96,C(C[2]C(C(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH2CH2CH2CH3)CH2CH3
-4.44,O[1]C[2]C(C[4]C@1=CHCH=CHCH=@4)=CHCH=CHCH=@2
-5.34,C[1]C(OC[4]C(O@1)=CHCH=CHCH=@4)=CHCH=CHCH=@1
-5.21,C[1]C(C[3]C(S@1)=CHCH=CHCH=@3)=CHCH=CHCH=@1
-3.5,C[1](C(=CHCH=CHCH=@1)Br)Br
-3.54,C[1](CH=C(CH=CHCH=@1)Br)Br
-4.07,C[1](CH=CHC(=CHCH=@1)Br)Br
-7.74,C[1](CH=CHC(=CHCH=@1)Br)C[12]CH=CHC(=CHCH=@12)Br
-1.68,CH2(CH2Br)Br
-1.32,CH(=[S=N]CHBr)Br
-1.17,CH2(Br)Br
-2.08,CH2(CH2CH2Br)Br
-2.15,CH2(CH(CH3)Br)Br
-1.85,O(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.59,C(=O)(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.69,CH3C(CH(CH3)Cl)(CH3)Cl
-0.11,CH2(CH(CH2Cl)OH)Cl
-3.31,CH3OC[6]C(=C(CH=CHCH=@6)Cl)Cl
-3.1,CH3OC[6]C(=CHCH=CHC=@6Cl)Cl
-3.02,C[1](C(=CHCH=CHCH=@1)Cl)Cl
-3.07,C[1](CH=C(CH=CHCH=@1)Cl)Cl
-3.31,C[1](CH=CHC(=CHCH=@1)Cl)Cl
-5.25,C[1](C(=CHC(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-6.56,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHC(=CHCH=@12)Cl
-5.27,C[1](C(=CHCH=CHCH=@1)Cl)C[12]C(=CHCH=CHCH=@12)Cl
-5.24,C[1](C(=CHCH=C(CH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-5.28,C[1](CH=CHC(=CHCH=@1)Cl)C[12]CH=CHCH=CHC=@12Cl
-5.8,C[1](=CHC(=CHCH=CH@1)Cl)C[12]CH=CHCH=C(CH=@12)Cl
-6.39,C[1](CH=C(C(=CHCH=@1)Cl)Cl)C[12]CH=CHCH=CHCH=@12
-5.21,C[1](C(=CHCH=CHC=@1Cl)Cl)C[12]CH=CHCH=CHCH=@12
-2.4,CH(CH2CH2CH3)(Cl)Cl
-2.7,CH3CH(CH(CH3)Cl)Cl
-7.21,O[1]C[2]C(C[4]C@1=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@2)Cl
-7.83,C[1]C(OC[4]C(O@1)=CHC(=CHCH=@4)Cl)=CHC(=CHCH=@1)Cl
-7.18,C[1]C(OC[4]C(O@1)=CHCH=C(CH=@4)Cl)=CHC(=CHCH=@1)Cl
-1.99,C(F)(F)(Cl)Cl
-5.06,O(C[2]C(=CHCH=CHC=@2Cl)Cl)C[13]CH=CHCH=CHCH=@13
-5.52,O(C[2]CH=CHC(=CHCH=@2)Cl)C[13]CH=CHCH=CHC=@13Cl
-1.29,CH(CH3)(Cl)Cl
-1.06,CH2(CH2Cl)Cl
-1.64,C(=CH2)(Cl)Cl
-1.3,CH(=[S=N]CHCl)Cl
-1.12,O(CH2CH(Cl)Cl)CH2CH(Cl)Cl
-0.63,CH2(Cl)Cl
-1.62,CH2(CH2CH2Cl)Cl
-1.6,CH2(CH(CH3)Cl)Cl
-3.46,CH3OC[6]C(OCH3)=CHC(=C(CH=@6)Cl)Cl
-0.77,CH2(CH2OCH2CH3)OCH2CH3
-0.43,CH(CH3)(OCH2CH3)OCH2CH3
-3.75,C[1](CH=CHC(=CHCH=@1)CH2CH3)CH2CH3
-0.09,O(CH2CH3)CH2CH3
-2.35,C(C[2]C(C(=O)OCH2CH3)=CHCH=CHCH=@2)(=O)OCH2CH3
-5.37,C[1](CH=CHC(=CHCH=@1)I)I
-3.22,CH(=[S=N]CHI)I
-4.66,C(C[2]C(C(=O)OCH2CH(CH3)CH3)=CHCH=CHCH=@2)(=O)OCH2CH(CH3)CH3
-1.1,O(CH(CH3)CH3)CH(CH3)CH3
-1.3,C(=O)(CH(CH3)CH3)CH(CH3)CH3
-2.32,CH(C[3]C(=CHCH=C(CH=@3)OCH3)OCH3)=O
0.48,CH2(OCH3)OCH3
-1.04,CH2(C(CH2CH3)(CH3)CH3)OH
-0.5,CH2(CH2C(CH3)(CH3)CH3)OH
-1.52,CH2(C(CH2CH2CH3)(CH3)CH3)OH
-1.6,CH2(CH(CH2CH(CH3)CH3)CH3)OH
-1.55,CH2(CH2CH2C(CH3)(CH3)CH3)OH
-0.4,CH2(C(CH2CH2CH3)(CH3)CH3)OH
-0.62,CH3CH(C(CH3)(CH3)CH3)OH
-0.41,CH3C(CH(CH3)CH3)(OH)CH3
-0.92,CH3C(CH2CH(CH3)CH3)(OH)CH3
-0.89,CH3C(CH(CH2CH3)CH3)(OH)CH3
-1.15,CH3C(CH(CH2CH3)OH)(CH3)CH3
-1.22,CH3CH(CH(CH(CH3)CH3)OH)CH3
-0.85,CH3CH(C(CH2CH3)(OH)CH3)CH3
1.11,C(CH3)(=O)N(CH3)CH3
-2.8,C[1](C(=CHCH=CHCH=@1)CH3)CH3
-2.82,C[1](CH=C(CH=CHCH=@1)CH3)CH3
-2.77,C[1](CH=CHC(=CHCH=@1)CH3)CH3
-3.55,CH3C(CH2CH3)(CH3)CH3
-0.39,CH2(CH(CH(CH3)CH3)CH3)OH
-4.3,C[1]H(CH(CH2CH2CH2CH2@1)CH3)CH3
-4.14,C[1](CH=CHC(=C[7]CH=CHCH=CHC=@1@7)CH3)CH3
-4.26,CH3CH(CH2CH(CH3)CH3)CH3
-1.66,C(C[2]C(C(=O)OCH3)=CHCH=CHCH=@2)(=O)OCH3
-4.01,C(C[2]CH=CHC(C(=O)OCH3)=CHCH=@2)(=O)OCH3
-2.09,CH(=[S=N]CHCH=[S=I]CHCH3)C(=[S=I]CHCH=CH2)CH3
-3.91,O(C[2]CH=CHCH=CHCH=@2)C[13]CH=CHCH=CHCH=@13
-4.08,CH2(C[4]CH=CHCH=CHCH=@4)C[15]CH=CHCH=CHCH=@15
-1.62,O(CH2CH2CH3)CH2CH2CH3
-1.7,CH(CH2CH2CH2CH2CH2CH3)=O
-0.15,ClCH2C[5]HCH2O@5
-2.19,CH(C[3]CH=C(C(=CHCH=@3)OCH2CH3)OCH3)=O
-1.77,CH(C[3]CH=C(C(=CHCH=@3)OH)OCH2CH3)=O
-1.17,CH2(CH(CH2CH3)CH2CH3)OH
-2.11,CH2(CH(CH2CH2CH2CH3)CH2CH3)OH
-3.21,C[1](C(=CHCH=CHCH=@1)CH3)CH2CH3
0.08,CH3C(CH3)(OH)CH2CH3
-0.85,CH3CH2C(CH2CH3)(OH)CH2CH3
-3.11,C[1](CH=CHC(=CHCH=@1)CH3)CH2CH3
-0.04,C(CH3)(=O)OCH2CH3
-0.74,C(CH=CH2)(=O)OCH2CH3
-2.32,C(C[2]CH=CHCH=CHCH=@2)(=O)OCH2CH3
-1.28,C(CH2CH2CH3)(=O)OCH2CH3
-3.39,C(CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-1.08,CH2(CH2Cl)Cl
0.08,CH2(CH2OH)OH
0.15,CH(=O)OCH2CH3
-2.71,C(CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.55,O(CH(CH3)CH3)CH2CH3
-3.8,C(CH2CH2CH2CH2CH2CH2CH2CH3)(=O)OCH2CH3
-0.66,C(CH2CH3)(=O)OCH2CH3
-0.66,O(CH2CH2CH3)CH2CH3
-1.75,C(CH2CH2CH2CH3)(=O)OCH2CH3
-0.85,O(CH=CH2)CH2CH3
-5.92,C[1]HCH=CHC[7]=CHCH=CHC[14]C[15]=CHCH=CHCH=C@15C=@1C@7=@14
-5,C[1]H2C[4]CH=CHCH=CHC=@4C[14]CH=CHCH=CHC@1=@14
-3.13,C[1](CH=CHC(=CHCH=@1)I)F
-1.8,C[1](CH=CHCH=CHCH=@1)F
-0.82,O[1]CH=CHCH=CH@1
-0.1,CH(C[3]=CHCH=CHO@3)=O
-7.92,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-8.3,C[1](C(=C(C(=CHC=@1Cl)Cl)Cl)Cl)C[12]C(=C(C(=CHCH=@12)Cl)Cl)Cl
-8.94,C[1](C(=C(CH=C(C=@1Cl)Cl)Cl)Cl)C[12]C(=CHC(=C(CH=@12)Cl)Cl)Cl
-11.48,O[1]C[2]C(C[4]C@1=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@2Cl)Cl)Cl)Cl
-11.25,C[1]C(OC[4]C(O@1)=C(C(=C(CH=@4)Cl)Cl)Cl)=C(C(=C(C=@1Cl)Cl)Cl)Cl
-9.46,O(C[2]C(=C(C(=C(C=@2Cl)Cl)Cl)Cl)Cl)C[13]CH=C(C(=CHCH=@13)Cl)Cl
-9.12,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.5,O(C[2]C(=C(C(=C(CH=@2)Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-9.09,O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=C(C(=CHCH=@13)Cl)Cl)Cl
-9.05,O(C[2]C(=C(CH=C(C=@2Cl)Cl)Cl)Cl)C[13]C(=CHC(=C(CH=@13)Cl)Cl)Cl
-4.53,CH3CH2CH2CH2CH2CH2CH3
-1.81,CH2(CH2CH2CH2CH2CH2CH3)OH
-1.55,CH3CH(CH2CH2CH2CH2CH3)OH
-1.47,CH3CH2CH(CH2CH2CH2CH3)OH
-1.4,CH3CH2CH2CH(CH2CH2CH3)OH
-3.82,CH3CH=[S=N]CHCH2CH2CH2CH3
-3.01,CH#CCH2CH2CH2CH2CH3
-4.92,C(=C(C(=C(Cl)Cl)Cl)Cl)(Cl)Cl
-7.56,C[1](C(=C(C(=C(C=@1Cl)Cl)Cl)Cl)Cl)Cl
-8.56,C[1](C(=C(CH=C(CH=@1)Cl)Cl)Cl)C[12]C(=C(CH=C(CH=@12)Cl)Cl)Cl
-8.65,C[1](C(=C(CH=CHC=@1Cl)Cl)Cl)C[12]C(=C(CH=CHC=@12Cl)Cl)Cl
-6.96,C[1](=C(C(=CHC(=CH@1)Cl)Cl)Cl)C[12]=C(C(=CHC(=CH@12)Cl)Cl)Cl
-8.71,C[1](C(=CHC(=CHC=@1Cl)Cl)Cl)C[12]C(=CHC(=CHC=@12Cl)Cl)Cl
